yahoo_symbol,Scheme Name,AMC,Plan,Option
0P0000XVYJ.BO,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,Unknown,Direct,IDCW
0P0000XVYK.BO,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0000XVYL.BO,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,Unknown,Direct,IDCW
0P0000XVYM.BO,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,Unknown,Direct,IDCW
0P0000VHDR.BO,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,Unknown,Regular,IDCW
0P0000IULM.BO,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,Unknown,Regular,Growth
0P0000JXG7.BO,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,Unknown,Regular,IDCW
0P0000JXG5.BO,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,Unknown,Regular,IDCW
0P00011XC8.BO,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Growth
0P00011XC7.BO,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Direct,IDCW
0P00011XCA.BO,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Regular,Growth
0P00011XC9.BO,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Regular,IDCW
0P0001EDLE.BO,DSP Corporate Bond Fund - Direct - Growth,DSP Mutual Fund,Direct,Growth
0P0001EDLC.BO,DSP Corporate Bond Fund - Direct - IDCW,DSP Mutual Fund,Direct,IDCW
0P0001EDLF.BO,DSP Corporate Bond Fund - Direct - IDCW - Monthly,DSP Mutual Fund,Direct,IDCW
0P0001EDLH.BO,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,DSP Mutual Fund,Direct,IDCW
0P0001EDLL.BO,DSP Corporate Bond Fund - Regular - Growth,DSP Mutual Fund,Regular,Growth
0P0001EDLJ.BO,DSP Corporate Bond Fund - Regular - IDCW,DSP Mutual Fund,Regular,IDCW
0P0001EDLM.BO,DSP Corporate Bond Fund - Regular - IDCW - Monthly,DSP Mutual Fund,Regular,IDCW
0P0001EDLO.BO,DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,DSP Mutual Fund,Regular,IDCW
,Franklin India Corporate Debt Fund - Direct - Bonus,Franklin Templeton Mutual Fund,Direct,Unknown
0P0000XVR3.BO,Franklin India Corporate Debt Fund - Direct - GROWTH,Franklin Templeton Mutual Fund,Direct,Growth
0P00005WJ5.BO,Franklin India Corporate Debt Fund - Growth,Franklin Templeton Mutual Fund,Unknown,Growth
,Franklin India Corporate Debt Fund - Monthly Bonus,Franklin Templeton Mutual Fund,Unknown,Unknown
0P00005WJ4.BO,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
0P0000XVR2.BO,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P0000XVR6.BO,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P0000XVR5.BO,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P0000XVR7.BO,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P00005WJ6.BO,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
0P00005WJ7.BO,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
0P00005WJ8.BO,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
0P0000POU0.BO,HDFC Corporate Bond Fund - Growth Option,HDFC Mutual Fund,Unknown,Growth
0P0000XW8D.BO,HDFC Corporate Bond Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Growth
0P00014JBL.BO,HDFC Corporate Bond Fund - IDCW Option,HDFC Mutual Fund,Unknown,IDCW
0P00014JBM.BO,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P0000POU1.BO,HDFC Corporate Bond Fund - Quarterly IDCW Option,HDFC Mutual Fund,Unknown,IDCW
0P0000XW8C.BO,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P0001H1D2.BO,HSBC Corporate Bond Fund - Direct Annual IDCW,HSBC Mutual Fund,Direct,IDCW
0P0000XV8J.BO,HSBC Corporate Bond Fund - Direct Growth,HSBC Mutual Fund,Direct,Growth
0P0000XV8L.BO,HSBC Corporate Bond Fund - Direct Quarterly IDCW,HSBC Mutual Fund,Direct,IDCW
0P0000XV8M.BO,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,HSBC Mutual Fund,Direct,IDCW
0P00016FTC.BO,HSBC Corporate Bond Fund - Regular Annual IDCW,HSBC Mutual Fund,Regular,IDCW
0P00005V8Q.BO,HSBC Corporate Bond Fund - Regular Growth,HSBC Mutual Fund,Regular,Growth
0P00005V8U.BO,HSBC Corporate Bond Fund - Regular Quarterly IDCW,HSBC Mutual Fund,Regular,IDCW
0P00005V8S.BO,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,HSBC Mutual Fund,Regular,IDCW
0P00005V8T.BO,HSBC Corporate Bond Fund -Regular Plan - Bonus,HSBC Mutual Fund,Regular,Unknown
,ICICI Prudential Corporate Bond Fund - Bonus,ICICI Prudential Mutual Fund,Unknown,Unknown
,ICICI Prudential Corporate Bond Fund - Daily IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
0P0000XUZE.BO,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Growth
,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,ICICI Prudential Mutual Fund,Direct,IDCW
0P0000XY0P.BO,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
0P0000XY0T.BO,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
0P0000KPO1.BO,ICICI Prudential Corporate Bond Fund - Growth,ICICI Prudential Mutual Fund,Unknown,Growth
,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,ICICI Prudential Mutual Fund,Unknown,IDCW
0P0000KPOC.BO,ICICI Prudential Corporate Bond Fund - Monthly IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund - Weekly IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
0P0000KPO5.BO,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund Retail Growth,ICICI Prudential Mutual Fund,Unknown,Growth
,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,ICICI Prudential Mutual Fund,Unknown,IDCW
,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,ICICI Prudential Mutual Fund,Unknown,IDCW
0P0000XVGB.BO,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),Unknown,Direct,IDCW
0P0000XVG8.BO,Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Unknown,Direct,IDCW
0P0000XVGC.BO,Invesco India Corporate Bond Fund - Direct Plan - Growth,Unknown,Direct,Growth
0P0000XVG9.BO,Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Unknown,Direct,IDCW
0P0000XVGE.BO,Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),Unknown,Direct,IDCW
0P00009QDJ.BO,Invesco India Corporate Bond Fund - Regular Plan - Annual IDCW (Payout / Reinvestment),Unknown,Regular,IDCW
0P0000VL21.BO,Invesco India Corporate Bond Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),Unknown,Regular,IDCW
0P00009QDH.BO,Invesco India Corporate Bond Fund - Regular Plan - Growth,Unknown,Regular,Growth
0P00009QCZ.BO,Invesco India Corporate Bond Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),Unknown,Regular,IDCW
0P00009QDK.BO,Invesco India Corporate Bond Fund - Regular Plan - Quarterly IDCW (Payout / Reinvestment),Unknown,Regular,IDCW
,Kotak Coporate Bond Fund- Retail Plan-Growth Option,Kotak Mahindra Mutual Fund,Unknown,Unknown
0P0000XY00.BO,Kotak Corporate Bond Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Direct,Growth
0P0001BJFB.BO,Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Direct,IDCW
,Kotak Corporate Bond Fund- Institutional Plan-Growth Option,Kotak Mahindra Mutual Fund,Unknown,Unknown
0P0000CNPN.BO,Kotak Corporate Bond Fund- Regular Plan-Growth Option,Kotak Mahindra Mutual Fund,Regular,Unknown
0P0000CNPD.BO,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,Kotak Mahindra Mutual Fund,Regular,IDCW
,Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,Kotak Mahindra Mutual Fund,Regular,IDCW
,Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,Kotak Mahindra Mutual Fund,Unknown,IDCW
,Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,Kotak Mahindra Mutual Fund,Unknown,IDCW
,Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,Kotak Mahindra Mutual Fund,Unknown,IDCW
,Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,Kotak Mahindra Mutual Fund,Unknown,IDCW
,Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,Kotak Mahindra Mutual Fund,Unknown,IDCW
0P0001LT5T.BO,Mirae Asset Corporate Bond Fund Direct Growth Plan,Mirae Asset Mutual Fund,Direct,Growth
0P0001LT5U.BO,Mirae Asset Corporate Bond Fund Direct IDCW,Mirae Asset Mutual Fund,Direct,IDCW
0P0001LT5W.BO,Mirae Asset Corporate Bond Fund Regular Growth,Mirae Asset Mutual Fund,Regular,Growth
0P0001LT5X.BO,Mirae Asset Corporate Bond Fund Regular IDCW,Mirae Asset Mutual Fund,Regular,IDCW
,NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P00011MT4.BO,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0000XVF3.BO,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0000XX0O.BO,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0000XVF5.BO,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0000XX0M.BO,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,Nippon India Mutual Fund,Direct,Growth
0P0000XVF0.BO,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Growth
0P00005UQ8.BO,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,Nippon India Mutual Fund,Unknown,Growth
0P00005UQ9.BO,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,Nippon India Mutual Fund,Unknown,Growth
0P000123HG.BO,NIPPON INDIA CORPORATE BOND FUND - IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P00005UQA.BO,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P00005UQB.BO,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P0000IX90.BO,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P00005VBR.BO,PGIM India Corporate Bond Fund - Annual Dividend,PGIM India Mutual Fund,Unknown,IDCW
0P0000Z11P.BO,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,PGIM India Mutual Fund,Direct,IDCW
0P0000XW3Q.BO,PGIM India Corporate Bond Fund - Direct Plan - Growth,PGIM India Mutual Fund,Direct,Growth
0P0000YU91.BO,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,PGIM India Mutual Fund,Direct,IDCW
0P0000XYE5.BO,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,PGIM India Mutual Fund,Direct,IDCW
0P00005VBS.BO,PGIM India Corporate Bond Fund - Growth,PGIM India Mutual Fund,Unknown,Growth
0P00005VBU.BO,PGIM India Corporate Bond Fund - Monthly Dividend,PGIM India Mutual Fund,Unknown,IDCW
,PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,PGIM India Mutual Fund,Unknown,Growth
0P00005VBT.BO,PGIM India Corporate Bond Fund - Quarterly Dividend,PGIM India Mutual Fund,Unknown,IDCW
,PGIM India Premier Bond Fund - Annual Bonus,PGIM India Mutual Fund,Unknown,Unknown
,PGIM India Premier Bond Fund - Bonus,PGIM India Mutual Fund,Unknown,Unknown
,PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,PGIM India Mutual Fund,Direct,Unknown
,PGIM India Premier Bond Fund - Half-Yearly Bonus,PGIM India Mutual Fund,Unknown,Unknown
0P0001FGGV.BO,SBI Corporate Bond Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Growth
0P0001FGGX.BO,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Direct,IDCW
0P0001FGGY.BO,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Direct,IDCW
0P0001FGH1.BO,SBI Corporate Bond Fund - Regular Plan - Growth,SBI Mutual Fund,Regular,Growth
0P0001FGH3.BO,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Regular,IDCW
0P0001FGH4.BO,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Regular,IDCW
,Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
0P0000XVMC.BO,Sundaram Corporate Bond Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Growth
,Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
,Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW),Sundaram Mutual Fund,Direct,Unknown
,Sundaram Corporate Bond Fund Direct Plan -Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
0P0000XVMB.BO,Sundaram Corporate Bond Fund Direct Plan-Income Distribution cum Capital Withdrawal(IDCW),Sundaram Mutual Fund,Direct,Unknown
0P00005UTD.BO,Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),Sundaram Mutual Fund,Regular,IDCW
,Sundaram Corporate Bond Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW),Sundaram Mutual Fund,Regular,Unknown
0P00005UTA.BO,Sundaram Corporate Bond Fund Regular Plan- Growth,Sundaram Mutual Fund,Regular,Growth
,Sundaram Corporate Bond Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Regular,IDCW
,Sundaram Corporate Bond Fund Regular Plan-Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Regular,IDCW
0P0001NRKO.BO,Tata Corporate Bond Fund-Direct Plan-Growth,Tata Mutual Fund,Unknown,Unknown
0P0001NRKP.BO,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,Tata Mutual Fund,Unknown,IDCW
,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,Tata Mutual Fund,Unknown,IDCW
0P0001NRKR.BO,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,Tata Mutual Fund,Unknown,IDCW
,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,Tata Mutual Fund,Unknown,IDCW
0P0001NRKQ.BO,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,Tata Mutual Fund,Unknown,IDCW
,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,Tata Mutual Fund,Unknown,IDCW
0P0001NRKV.BO,Tata Corporate Bond Fund-Regular Plan-Growth,Tata Mutual Fund,Unknown,Unknown
0P0001NRKW.BO,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,Tata Mutual Fund,Unknown,IDCW
,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,Tata Mutual Fund,Unknown,IDCW
0P0001NRKY.BO,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,Tata Mutual Fund,Unknown,IDCW
,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,Tata Mutual Fund,Unknown,IDCW
0P0001NRKX.BO,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,Tata Mutual Fund,Unknown,IDCW
,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,Tata Mutual Fund,Unknown,IDCW
0P0001QBOV.BO,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,Unknown,Unknown,Unknown
0P0001QBOW.BO,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,Unknown,Unknown,IDCW
0P0001QBOY.BO,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,Unknown,Unknown,Unknown
0P0001QBOZ.BO,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,Unknown,Unknown,IDCW
0P0001D74B.BO,Union Corporate Bond Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001D748.BO,Union Corporate Bond Fund - Direct Plan - IDCW Option,Unknown,Direct,IDCW
0P0001D74F.BO,Union Corporate Bond Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0001D74C.BO,Union Corporate Bond Fund - Regular Plan - IDCW Option,Unknown,Regular,IDCW
,UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,UTI Mutual Fund,Regular,Growth
,UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Growth
,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,UTI Mutual Fund,Direct,IDCW
,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,UTI Mutual Fund,Direct,IDCW
,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,UTI Mutual Fund,Direct,IDCW
,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,UTI Mutual Fund,Direct,IDCW
,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,UTI Mutual Fund,Regular,IDCW
,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,UTI Mutual Fund,Regular,IDCW
,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,Regular,IDCW
,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,UTI Mutual Fund,Regular,IDCW
0P0001E0H2.BO,UTI Corporate Bond Fund - Direct Plan - Annual IDCW,UTI Mutual Fund,Direct,IDCW
0P0001E0H3.BO,UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,UTI Mutual Fund,Direct,IDCW
0P0001E0GZ.BO,UTI Corporate Bond Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Growth
0P0001E0H1.BO,UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,UTI Mutual Fund,Direct,IDCW
0P0001E0H0.BO,UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,UTI Mutual Fund,Direct,IDCW
0P0001E0GX.BO,UTI Corporate Bond Fund - Regular Plan - Annual IDCW,UTI Mutual Fund,Regular,IDCW
0P0001E0GY.BO,UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,UTI Mutual Fund,Regular,IDCW
0P0001E0GT.BO,UTI Corporate Bond Fund - Regular Plan - Growth Option,UTI Mutual Fund,Regular,Growth
0P0001E0GW.BO,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,Regular,IDCW
0P0001E0GU.BO,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Mutual Fund,Regular,IDCW
0P00015W8Z.BO,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,Aditya Birla Sun Life Mutual Fund,Direct,IDCW
0P00015W90.BO,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,Aditya Birla Sun Life Mutual Fund,Direct,Unknown
0P00015W8Y.BO,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Direct,Growth
0P00015W8W.BO,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,Aditya Birla Sun Life Mutual Fund,Regular,Unknown
0P00015W8V.BO,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Regular,Growth
0P00013OLP.BO,Axis Credit Risk Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P00013OLQ.BO,Axis Credit Risk Fund - Direct Plan - Monthly IDCW,Axis Mutual Fund,Direct,IDCW
0P00013OLR.BO,Axis Credit Risk Fund - Direct Plan - Weekly IDCW,Axis Mutual Fund,Direct,IDCW
0P00013OLM.BO,Axis Credit Risk Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P00013OLN.BO,Axis Credit Risk Fund - Regular Plan - Monthly IDCW,Axis Mutual Fund,Regular,IDCW
0P00013OLO.BO,Axis Credit Risk Fund - Regular Plan - Weekly IDCW,Axis Mutual Fund,Regular,IDCW
,BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,Bandhan Mutual Fund,Direct,IDCW
0P00019R18.BO,BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,Bandhan Mutual Fund,Regular,IDCW
0P00019R15.BO,BANDHAN Credit Risk Fund - Regular Plan Growth,Bandhan Mutual Fund,Regular,Growth
0P00019R16.BO,BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,Bandhan Mutual Fund,Regular,IDCW
0P00019R19.BO,BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,Bandhan Mutual Fund,Regular,IDCW
0P00019R17.BO,BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,Bandhan Mutual Fund,Regular,IDCW
0P00019R1D.BO,BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,Bandhan Mutual Fund,Unknown,IDCW
0P00019R1A.BO,BANDHAN Credit Risk Fund-Direct Plan-Growth,Bandhan Mutual Fund,Unknown,Unknown
0P00019R1E.BO,BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,Bandhan Mutual Fund,Unknown,IDCW
0P00019R1C.BO,BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,Bandhan Mutual Fund,Unknown,IDCW
0P00015I1P.BO,BANK OF INDIA Credit Risk  Fund - Direct Plan,Bank of India Mutual Fund,Direct,Unknown
